endTime,artistName,trackName,msPlayed
2022-11-25 16:08,Kevin Gates,Me Too,202300
2022-11-25 16:10,Cardi B,Money,1648
2022-11-25 16:10,V.I.C.,Get Silly,115040
2022-11-25 16:14,V.I.C.,Get Silly,227120
2022-11-25 16:17,BeatKing,Then Leave (feat. Queendom Come),151519
2022-11-25 16:21,Soulja Boy,Pretty Boy Swag,236093
2022-11-25 16:25,Pretty Ricky,Grind With Me,237733
2022-11-25 16:28,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),216408
2022-11-25 16:34,Fetty Wap,679 (feat. Remy Boyz),355583
2022-11-25 16:35,Jeremih,Don't Tell 'Em,28386
2022-11-25 16:39,Soulja Boy,Pretty Boy Swag,236093
2022-11-25 16:39,Pretty Ricky,Grind With Me,29112
2022-11-25 16:42,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),178840
2022-11-25 16:44,Yemi Alade,Bubble It,48088
2022-11-25 16:44,Tribal Kush,Backazz,53500
2022-11-25 16:45,DING DONG,BOUNCE,0
2022-11-25 16:45,Boybreed,Wine Am Go Low - Hindi Remix,0
2022-11-25 16:50,Blaiz Fayah,Bad (Latin Remix),203636
2022-11-25 16:53,Charly Black,Pumpum,151836
2022-11-25 16:55,Stefflon Don,Clockwork (feat. Spice),2716
2022-11-25 16:55,DING DONG,BOUNCE,153652
2022-11-25 16:55,Boybreed,Wine Am Go Low - Hindi Remix,1050
2022-11-25 16:59,Boybreed,Wine Am Go Low - Hindi Remix,192150
2022-11-25 17:01,Stefflon Don,Clockwork (feat. Spice),152917
2022-11-25 17:04,DJ Oneshot,Hotness,182400
2022-11-25 17:07,Surya Tower,Kak Up,34680
2022-11-25 17:07,Say Whaat,Marvellous,162380
2022-11-25 17:10,Lincoln 3dot,Aiii,142000
2022-11-25 17:13,El Shaaki,Bailame Love,209625
2022-11-25 17:16,iLL C,Center,184000
2022-11-25 17:17,Vybz Kartel,Girl Next Door,50177
2022-11-25 17:17,Surya Tower,Kak Up,3181
2022-11-25 17:17,FLAVAONE,Mona Lisa,12004
2022-11-25 17:18,Charly Black,Whine for Me,16718
2022-11-25 17:20,Limitless,Bounce Up,158322
2022-11-25 17:25,Jula Fatstash,Banga Phone,0
2022-11-25 17:25,Laa Lee,Bong Bing,244707
2022-11-25 17:27,Laa Lee,Bong Bing,168394
2022-11-25 17:30,Jula Fatstash,Banga Phone,150843
2022-11-25 17:33,Konshens,Dancehall Wine,209345
2022-11-25 17:37,Leftside,Gimmie Di Whine,206400
2022-11-25 17:38,Kybba,Whine O'Clock,81496
2022-11-25 17:43,Oxlade,KU LO SA - A COLORS SHOW,284183
2022-11-25 17:46,Asake,Terminator,155897
2022-11-25 17:48,Kizz Daniel,Cough (Odo),176134
2022-11-25 17:52,Ayra Starr,Rush,185093
2022-11-25 17:54,Burna Boy,Last Last,172342
2022-11-25 17:57,DRB Lasgidi,Trouble,179582
2022-11-25 17:58,Kid AlpHa,Colours,24450
2022-11-25 17:58,Asake,Dull,1114
2022-11-25 18:01,Ruger,Girlfriend,196800
2022-11-25 18:04,Adekunle Gold,High,193758
2022-11-25 18:05,Pheelz,Electricity,53405
2022-11-25 18:11,Michael Jackson,You Rock My World,354457
2022-11-25 18:15,Fetty Wap,679 (feat. Remy Boyz),196693
2022-11-25 18:18,Asake,Joha,148000
2022-11-25 18:21,Adekunle Gold,FYE,210000
2022-11-25 18:25,Ruger,Girlfriend,196800
2022-11-25 18:28,Burna Boy,Last Last,172342
2022-11-25 18:31,DRB Lasgidi,Trouble,194594
2022-11-25 18:34,Fireboy DML,Bandana,178225
2022-11-25 18:36,Asake,Terminator,155897
2022-11-25 18:40,JAE5,Propeller (feat. Dave & BNXN),204440
2022-11-25 18:42,Adekunle Gold,Born Again,111500
2022-11-25 18:45,Mavins,Overloading (OVERDOSE),205000
2022-11-25 18:48,Tems,Damages,169411
2022-11-25 18:51,Alicia Aylies,Mojo,187188
2022-11-25 18:53,Asake,Reason (feat. Russ),131764
2022-11-25 18:55,Pheelz,Electricity,132912
2022-11-25 18:58,Adekunle Gold,It Is What It Is,174587
2022-11-25 19:01,Burna Boy,It's Plenty,182591
2022-11-25 19:04,City Girls,Twerkulator,127059
2022-11-25 19:04,BRS Kash,Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix,10216
2022-11-25 19:07,Erica Banks,Buss It,187000
2022-11-25 19:10,City Girls,Act Up,158332
2022-11-25 19:12,City Girls,What We Doin',143426
2022-11-25 19:14,City Girls,Double CC's,131631
2022-11-25 19:17,Rico Nasty,Pussy Poppin (I Don't Really Talk Like This),36873
2022-11-25 19:17,Saweetie,Best Friend (feat. Doja Cat),155883
2022-11-25 19:25,Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),341147
2022-11-25 19:28,PSY,Gangnam Style (강남스타일),219493
2022-11-25 19:36,Snoop Dogg,Nuthin But A G'Thang,10284
2022-11-25 19:36,Snoop Dogg,Drop It Like It's Hot,285919
2022-11-25 19:40,JAE5,Propeller (feat. Dave & BNXN),202222
2022-11-25 19:43,Fetty Wap,679 (feat. Remy Boyz),196693
2022-11-25 19:44,Burna Boy,It's Plenty,70147
2022-11-25 19:47,Social House,Magic In The Hamptons (feat. Lil Yachty),164640
2022-11-25 19:53,Social House,Magic In The Hamptons (feat. Lil Yachty),164640
2022-11-25 19:57,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),198081
2022-11-25 20:10,Doja Cat,Get Into It (Yuh),138293
2022-11-25 20:14,Kyle Sparkman,Funk215,240365
2022-11-25 20:17,F-POS,Classic,194528
2022-11-25 20:21,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",207333
2022-11-25 20:24,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),198081
2022-11-25 20:27,Social House,Magic In The Hamptons (feat. Lil Yachty),164640
2022-11-25 20:29,Polo G,Martin & Gina,132832
2022-11-25 20:33,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),205040
2022-11-25 20:37,Kyle Sparkman,Funk215,240365
2022-11-25 20:39,Drake,Behind Barz - Bonus,163120
2022-11-25 20:42,Lil Tecca,Ransom (with Juice WRLD) - Remix,171253
2022-11-25 20:44,Aminé,REEL IT IN,121346
2022-11-25 20:48,Frank Ocean,Thinkin Bout You,200746
2022-11-25 20:51,Babe Rainbow,Something New,193251
2022-11-25 20:54,Cage The Elephant,Cigarette Daydreams,208760
2022-11-25 20:58,Drake,Rich Flex,239359
2022-11-25 21:01,Doja Cat,Get Into It (Yuh),138293
2022-11-25 21:04,F-POS,Classic,194528
2022-11-25 21:07,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",207333
2022-11-25 21:11,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),198081
2022-11-25 21:13,Social House,Magic In The Hamptons (feat. Lil Yachty),164640
2022-11-25 21:16,Polo G,Martin & Gina,132832
2022-11-25 21:19,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),180012
2022-11-27 05:51,Ayra Starr,Rush,120
2022-11-27 05:55,Ayra Starr,Rush,185093
2022-11-27 06:00,Ruger,Girlfriend,196800
2022-11-27 06:03,Mavins,Overloading (OVERDOSE),205000
2022-11-27 06:06,Oxlade,KU LO SA - A COLORS SHOW,147580
2022-11-27 06:35,NATIVE Sound System,Runaway (with Lojay & Ayra Starr),163859
2022-11-27 09:03,Fireboy DML,Need You,192630
2022-11-27 09:03,Ayra Starr,Rush,11100
2022-11-27 11:54,Saint Levant,Very Few Friends,874
2022-11-27 11:55,Saint Levant,Very Few Friends,21653
2022-11-28 11:03,Saint Levant,Very Few Friends,77382
2022-11-29 01:48,Oxlade,KU LO SA - A COLORS SHOW,147580
2022-11-29 01:50,Mavins,Overloading (OVERDOSE),101476
2022-11-29 15:36,MC WM,Qual Bumbum Mais Bate,998
2022-11-29 15:38,L7NNON,Ai Preto,131583
2022-11-29 15:40,Syon Trio,Gimme Gimme / Baile do Cinga,96000
2022-11-29 15:42,Xamã,Malvadão 3,141769
2022-11-29 15:42,L7NNON,Ai Preto,162
2022-11-29 15:43,Jovem Dionisio,ACORDA PEDRINHO,2113
2022-11-29 15:46,Orochi,Amor de Fim de Noite,221142
2022-11-29 15:50,Gilsons,Love Love,205984
2022-11-29 15:52,MC Tairon,Baile no Morro,140307
2022-11-29 15:54,Mc Rennan,Cai de vagarinho até embaixo,133201
2022-11-29 15:58,MC Braz,Kikando e Me Olhando,210461
2022-11-29 16:01,Axe Bahia,Dança do Cangurú,4667
2022-11-29 16:01,MC Fioti,Luz do luar (feat. MC Ju Bronx e MC Vagninho),128026
2022-11-29 16:03,Dan Ventura Feats,Dança do Jegue,3970
2022-11-29 16:03,Mc IG,3 Dias Virado,6640
2022-11-29 16:06,Th CDM,Preta do Cabelo Cacheado,156293
2022-11-29 16:09,Zé Felipe,Senta Danada,172621
2022-11-29 16:11,Zé Felipe,Bandido,132044
2022-11-29 16:13,Zé Felipe,Malvada,92091
2022-11-29 16:15,Mc Jacaré,Vento Forte,123711
2022-11-29 16:17,Mc Jacaré,Vem Sentar pro Pai,144403
2022-11-29 16:19,Nadson O Ferinha,Na Ponta do Pé - Brega Funk,137701
2022-11-29 16:21,PEDRO SAMPAIO,DANÇARINA,110222
2022-11-29 16:26,Mc Creu,Dança do Créu,259299
2022-11-29 16:28,Hungria Hip Hop,Pula Pula,148003
2022-11-29 16:31,Wagner Dinniz,Blogueirinha,145958
2022-11-29 17:19,Eric Land,Beijo das Galáxias,116782
2022-11-29 17:25,Mt. Joy,Julia,13376
2022-11-29 17:29,Mt. Joy,Julia,258528
2022-11-29 17:30,Wild Child,Going In,7957
2022-11-29 17:33,Clean Bandit,I Miss You (feat. Julia Michaels),205986
2022-11-29 17:37,JAE5,Propeller (feat. Dave & BNXN),204440
2022-11-29 17:40,Tayc,D O D O - Adekunle Gold Version,179884
2022-11-29 17:43,Olakira,Maserati (Remix),208420
2022-11-29 17:46,ROSALÍA,Con Altura,161626
2022-11-29 17:50,桑布伊,分享 zemawa,266453
2022-11-29 18:01,Fetty Wap,679 (feat. Remy Boyz),92876
2022-11-29 18:10,Jesus Culture,Holy Spirit - Live,489453
2022-11-29 18:16,Elevation Worship,Worthy,371616
2022-11-29 18:21,Jesus Culture,Set A Fire - Live,315253
2022-11-29 18:27,Jubilee Worship,Atmosphere Shift,358870
2022-11-29 18:31,Hillsong Worship,What A Beautiful Name,240200
2022-11-29 18:39,Vicki Yohe,Because Of Who You Are,52045
2022-11-29 18:39,Hillsong UNITED,So Will I (100 Billion X),411004
2022-11-30 08:09,Mt. Joy,Julia,22400
2022-11-30 08:09,Jesus Culture,Holy Spirit - Live,90680
2022-12-01 02:40,Tai Verdes,Clyde & Bonnie,124240
2022-12-01 02:40,Tai Verdes,Let's go to Hell,18202
2022-12-01 02:43,Tai Verdes,Electrical,154175
2022-12-02 12:08,MOUNT WESTMORE,"Big Subwoofer (feat. Snoop Dogg, Ice Cube, E-40 & Too $hort ) - Single Version",7104
2022-12-02 16:38,Tems,Mr Rebel,229598
2022-12-02 16:43,Daniel Caesar,Japanese Denim,270846
2022-12-02 16:46,Daniel Caesar,CYANIDE,194959
2022-12-02 16:50,Daniel Caesar,Please Do Not Lean (feat. BADBADNOTGOOD),240937
2022-12-02 16:54,Omar Apollo,Invincible (feat. Daniel Caesar),216160
2022-12-02 16:58,Free Nationals,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),277046
2022-12-02 17:02,Daniel Caesar,Who Hurt You?,231964
2022-12-02 17:05,Daniel Caesar,Loose,185522
2022-12-02 17:10,Daniel Caesar,Streetcar,246972
2022-12-02 17:12,Daniel Caesar,LOVE AGAIN,22574
2022-12-02 17:12,Daniel Caesar,Streetcar,4504
2022-12-02 17:12,Daniel Caesar,Violet,144000
2022-12-02 17:12,Daniel Caesar,Violet,1764
2022-12-02 17:13,Daniel Caesar,Loose,25634
2022-12-02 17:17,Daniel Caesar,Who Hurt You?,231964
2022-12-02 17:20,Daniel Caesar,Loose,185522
2022-12-02 17:24,Daniel Caesar,Streetcar,246972
2022-12-02 17:26,Daniel Caesar,Violet,144000
2022-12-02 17:30,Daniel Caesar,LOVE AGAIN,214277
2022-12-02 17:34,Daniel Caesar,We Find Love,254919
2022-12-02 17:37,River Tiber,West,152250
2022-12-02 17:40,Jessie Reyez,"Figures, a Reprise",192826
2022-12-02 17:44,Daniel Caesar,SUPERPOSITION,263794
2022-12-02 17:48,Daniel Caesar,Blessed,241370
2022-12-02 17:53,Daniel Caesar,Death & Taxes,305081
2022-12-02 17:57,Daniel Caesar,CYANIDE REMIX (feat. Koffee),221132
2022-12-02 18:02,Daniel Caesar,ENTROPY,261291
2022-12-02 18:05,Daniel Caesar,Hold Me Down,231267
2022-12-02 18:09,FKA twigs,careless (feat. daniel caesar),216760
2022-12-02 18:11,Daniel Caesar,A Cappella,88916
2022-12-02 18:13,Daniel Caesar,TOO DEEP TO TURN BACK,172872
2022-12-03 04:43,Daniel Caesar,Made to Fall in Love,4138
2022-12-03 08:30,MOUNT WESTMORE,"Big Subwoofer (feat. Snoop Dogg, Ice Cube, E-40 & Too $hort ) - Single Version",20070
2022-12-03 08:31,Tyga,Sunshine,1540
2022-12-03 08:31,Lojay,Monalisa,3020
2022-12-03 08:31,Lojay,Monalisa,4080
2022-12-03 08:31,Wizkid,Mood (feat. BNXN),30
2022-12-03 08:31,Wizkid,Mood (feat. BNXN),6750
2022-12-03 08:31,Wizkid,Mood (feat. BNXN),40
2022-12-03 08:31,Fireboy DML,Peru - Remix,11280
2022-12-03 08:31,Fireboy DML,Peru,2220
2022-12-03 08:31,Fivio Foreign,What’s My Name (with Queen Naija & Coi Leray),3770
2022-12-03 08:31,MOUNT WESTMORE,"Big Subwoofer (feat. Snoop Dogg, Ice Cube, E-40 & Too $hort ) - Single Version",17690
2022-12-03 08:37,MOUNT WESTMORE,"Big Subwoofer (feat. Snoop Dogg, Ice Cube, E-40 & Too $hort ) - Single Version",241587
2022-12-03 08:41,Asake,Terminator,155897
2022-12-03 08:44,Oxlade,KU LO SA - A COLORS SHOW,147580
2022-12-03 08:47,Ayra Starr,Rush,185093
2022-12-03 08:49,Saint Levant,Very Few Friends,132500
2022-12-03 08:52,Alicia Aylies,Mojo,187188
2022-12-03 08:55,KiDi,Touch It - Remix,181973
2022-12-03 08:58,Asake,Joha,148000
2022-12-03 09:01,Ruger,Girlfriend,196800
2022-12-03 09:05,Adekunle Gold,FYE,210000
2022-12-03 09:08,Burna Boy,Last Last,172342
2022-12-03 09:10,JAE5,Propeller (feat. Dave & BNXN),128863
2022-12-03 13:34,JAE5,Propeller (feat. Dave & BNXN),204440
2022-12-03 13:37,Tayc,D O D O - Adekunle Gold Version,179884
2022-12-03 13:41,Olakira,Maserati (Remix),208420
2022-12-03 13:43,ROSALÍA,Con Altura,161626
2022-12-03 13:44,桑布伊,分享 zemawa,1660
2022-12-03 13:44,桑布伊,分享 zemawa,16904
2022-12-03 13:44,MOUNT WESTMORE,"Big Subwoofer (feat. Snoop Dogg, Ice Cube, E-40 & Too $hort ) - Single Version",8660
2022-12-03 13:48,MOUNT WESTMORE,"Big Subwoofer (feat. Snoop Dogg, Ice Cube, E-40 & Too $hort ) - Single Version",241587
2022-12-04 05:17,JAE5,Propeller (feat. Dave & BNXN),114810
2022-12-04 05:17,A Million Little Miracles,Ep 1. All Roads Lead To Bryar,9960
2022-12-04 05:23,Maverick City Music,Rest on Us (feat. Brandon Lake & Eniola Abioye),337362
2022-12-04 05:24,Church of the City,'Tis So Sweet To Trust In Jesus - Live,73407
2022-12-04 05:26,Maverick City Music,Doxology (feat. Alton Eugene),139593
2022-12-04 05:28,Antoine Bradford,Morning Song (Give Me Jesus),117816
2022-12-04 05:35,Hillsong UNITED,So Will I (100 Billion X),411004
2022-12-04 05:41,UPPERROOM,Faith And Wonder - Live,379597
2022-12-04 05:51,KB,Graves,252617
2022-12-05 16:19,Iniko,The King's Affirmation,159344
2022-12-05 16:21,MOUNT WESTMORE,"Big Subwoofer (feat. Snoop Dogg, Ice Cube, E-40 & Too $hort ) - Single Version",129630
2022-12-05 16:23,Fetty Wap,679 (feat. Remy Boyz),129410
2022-12-05 17:03,Saint Levant,Very Few Friends,64320
2022-12-05 17:06,Ayra Starr,Rush,185093
2022-12-05 17:09,Ruger,Girlfriend,196800
2022-12-05 17:15,Young Jonn,Xtra Cool,285576
2022-12-05 17:18,Kizz Daniel,Cough (Odo),176134
2022-12-05 18:18,NATIVE Sound System,Runaway (with Lojay & Ayra Starr),13475
2022-12-06 13:50,JAE5,Propeller (feat. Dave & BNXN),204440
2022-12-06 13:53,Ayra Starr,Away,169400
2022-12-06 13:53,Lil Kesh,Try (feat. Young Jonn),3459
2022-12-06 13:56,Asake,Terminator,155897
2022-12-06 13:59,Cheque,Dangerous (feat. Ayra Starr),178918
2022-12-06 14:02,Adekunle Gold,It Is What It Is,174587
2022-12-06 14:06,Ayra Starr,Beggie Beggie,208500
2022-12-06 14:09,Young Jonn,Next To You (feat. Vedo),153684
2022-12-06 14:13,Rema,Calm Down (with Selena Gomez),239317
2022-12-06 14:16,Skip Marley,Jane,202372
2022-12-06 14:19,Kizz Daniel,Lie,156600
2022-12-06 14:22,Manny Norté,Worth My While,205045
2022-12-06 14:25,Tayc,D O D O - Adekunle Gold Version,179884
2022-12-06 14:28,Ayra Starr,Bloody Samaritan (with Kelly Rowland) - Remix,189000
2022-12-06 14:31,Asake,Joha,148000
2022-12-06 14:34,Johnny Drille,in the light,206129
2022-12-06 14:37,Adekunle Gold,One Woman,160799
2022-12-06 14:40,Young Jonn,If You Leave,149243
2022-12-06 14:43,Ayra Starr,ASE - A COLORS SHOW,164571
2022-12-06 14:46,Tems,Damages,169411
2022-12-06 14:50,Ayra Starr,Beggie Beggie,208500
2022-12-06 14:53,Future,WAIT FOR U (feat. Drake & Tems),189893
2022-12-06 14:56,Johnny Drille,in the light,150000
2022-12-07 05:27,Wizkid,2 Sugar (feat. Ayra Starr),187906
2022-12-07 05:27,Burna Boy,Last Last,884
2022-12-07 05:29,Wizkid,2 Sugar (feat. Ayra Starr),126335
2022-12-07 09:41,L7NNON,Ai Preto,84992
2022-12-07 11:26,ROSALÍA,Con Altura,33557
2022-12-07 11:29,Future,WAIT FOR U (feat. Drake & Tems),189893
2022-12-07 11:34,Tems,Vibe Out,297794
2022-12-07 11:37,Odunsi (The Engine),Decided,180000
2022-12-07 11:41,Khalid,Know Your Worth (feat. Davido & Tems),191067
2022-12-07 11:44,Lady Donli,Good Time,188571
2022-12-07 11:48,Tems,Replay,17199
2022-12-07 11:48,Mannywellz,Peace,194000
2022-12-07 11:50,Tems,Avoid Things,1160
2022-12-07 11:50,Tems,Looku Looku,1137
2022-12-07 11:50,Wizkid,Essence (feat. Tems),232
2022-12-07 11:50,Tems,Free Mind,719
2022-12-07 11:50,Tems,Interference,139
2022-12-07 11:50,Blackmagic,Soon,110294
2022-12-07 11:50,Tems,Try Me,1346
2022-12-07 11:50,Tems,Damages,1602
2022-12-07 11:50,Drake,Fountains (with Tems),1114
2022-12-07 11:50,Show Dem Camp,Tales By Moonlight,0
2022-12-07 11:50,Tems,Ice T,325
2022-12-07 11:50,Wizkid,Essence (feat. Justin Bieber & Tems),1787
2022-12-07 11:50,Tems,Crazy Tings,0
2022-12-07 11:50,Tems,The Key,348
2022-12-07 11:50,Tems,These Days,0
2022-12-07 11:50,Tems,Higher,278
2022-12-07 11:50,DRB Lasgidi,Trouble,859
2022-12-07 11:50,Asake,Terminator,5712
2022-12-07 11:50,Tems,Mr Rebel,1323
2022-12-07 11:50,Tems,Found (feat. Brent Faiyaz),1137
2022-12-07 11:50,Oddio Tribe,Love Me Down,0
2022-12-07 11:56,Asake,Terminator,7987
2022-12-07 11:59,Oxlade,KU LO SA - A COLORS SHOW,147580
2022-12-07 12:02,Adekunle Gold,FYE,210000
2022-12-07 12:05,Burna Boy,Last Last,172342
2022-12-07 12:08,Ajebutter22,King of Parole,196529
2022-12-07 12:11,Victony,Chop & Slide,168667
2022-12-07 12:14,Asake,Ototo,156734
2022-12-07 12:16,Wande Coal,Again,156083
2022-12-07 12:20,Adekunle Gold,High,193758
2022-12-07 12:23,Burna Boy,It's Plenty,216992
2022-12-07 12:27,Rema,Ginger Me,205892
2022-12-07 12:30,Tori Elle,Nature - Remix,180062
2022-12-07 12:32,Asake,Organise,123716
2022-12-07 12:35,StarBoy,Electric (feat. Wizkid & London),178775
2022-12-07 12:38,Adekunle Gold,Win,182000
2022-12-07 12:40,Joeboy,Sip (Alcohol),158400
2022-12-07 12:43,Tems,Replay,179999
2022-12-07 12:45,Giveon,dec 11th,73209
2022-12-07 12:48,Vector,Early Momo,194742
2022-12-07 12:53,Free Nationals,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),277046
2022-12-07 12:55,Asake,Peace Be Unto You (PBUY),153103
2022-12-07 12:58,Adekunle Gold,"Dior, Dior, Dior",196750
2022-12-07 13:01,DJ Frass,Good Comfort,134400
2022-12-07 13:04,Future,WAIT FOR U (feat. Drake & Tems),189893
2022-12-07 13:07,Bridge Music,Vulnerable,218680
2022-12-07 13:11,Giveon,Stuck On You,205205
2022-12-07 13:14,AYLØ,wys?,165333
2022-12-07 13:15,Asake,Dull,100173
2022-12-07 13:19,Free Nationals,Eternal Light,193740
2022-12-07 13:21,Adekunle Gold,One Woman,160799
2022-12-07 13:25,Kizz Daniel,Addict,203999
2022-12-07 13:29,Wizkid,Essence (feat. Tems),248040
2022-12-07 13:32,YBNL MaFia Family,Jealous (feat. Fire Boy),216711
2022-12-07 13:37,melvitto,Wait For You (feat. Oxlade),254315
2022-12-07 13:39,Asake,Muse,117551
2022-12-07 13:42,Adekunle Gold,Sinner,174117
2022-12-07 13:45,DJ Tunez,Differently,180012
2022-12-07 13:46,Q,Who Will?,92656
2022-12-07 13:50,LADIPOE,Feeling,224000
2022-12-07 13:53,Riccitykun,Riccitykun,181434
2022-12-07 13:55,Victony,Soweto,148000
2022-12-07 13:59,Asake,Sungba (feat. Burna Boy) - Remix,210000
2022-12-07 14:02,Oxlade,O2,179600
2022-12-07 14:04,Tems,Damages (Mixed),112000
2022-12-07 14:07,Omah Lay,understand,174545
2022-12-07 14:10,Adekunle Gold,More Than Enough,188000
2022-12-07 14:13,Victony,Jolene,175000
2022-12-07 14:16,Asake,Nzaza,183829
2022-12-07 14:18,Oxlade,DKT,138181
2022-12-07 14:22,Tems,Found (feat. Brent Faiyaz),209454
2022-12-07 14:24,Kizz Daniel,Boys Are Bad,137000
2022-12-07 14:27,Davido,Stand Strong (feat. Sunday Service Choir),182791
2022-12-07 14:30,Babyboy AV,Confession,0
2022-12-07 14:30,Ayra Starr,Fashion Killer,93479
2022-12-07 14:30,Ayra Starr,Fashion Killer,0
2022-12-07 14:30,Ghetto Boy,Sugar,0
2022-12-07 14:30,Davido,Stand Strong (feat. Sunday Service Choir),0
2022-12-07 14:34,Ayra Starr,Fashion Killer,177000
2022-12-07 14:37,Babyboy AV,Confession,188629
2022-12-07 14:47,Ghetto Boy,Sugar,162935
2022-12-07 14:50,Babyboy AV,Confession,766
2022-12-07 14:50,Adekunle Gold,Something Different,0
2022-12-07 14:50,Ghetto Boy,Sugar,719
2022-12-07 14:50,melvitto,Santorini Coffee,134365
2022-12-07 14:50,melvitto,Santorini Coffee,603
2022-12-07 14:53,Ayra Starr,Fashion Killer,177000
2022-12-07 14:56,Babyboy AV,Confession,188629
2022-12-07 14:58,Ghetto Boy,Sugar,162935
2022-12-07 15:01,melvitto,Santorini Coffee,134365
2022-12-07 15:04,Adekunle Gold,Something Different,175987
2022-12-07 15:07,Mahalia,Grateful,185991
2022-12-07 15:10,Wizkid,Wow (feat. Skepta & Naira Marley),179800
2022-12-07 15:12,Babyboy AV,No Dey Form,140540
2022-12-07 15:14,Olamide,Rock,97840
2022-12-08 03:49,Elevation Worship,Million Little Miracles (feat. Joe L Barnes),405513
2022-12-08 03:55,Elevation Worship,Worthy,371616
2022-12-08 03:59,Bridge Music,Vulnerable,218680
2022-12-08 04:02,Limoblaze,Jireh (My Provider),168000
2022-12-08 04:06,Jon Reddick,"God, Turn It Around",255320
2022-12-08 04:10,Mosaic MSC,"This Is How I Thank The Lord (feat. Cody Carnes, Amanda Cook, Joe L Barnes)",221274
2022-12-08 04:16,Elevation Worship,LION (feat. Chris Brown & Brandon Lake),354305
2022-12-08 04:20,The Church Will Sing,Make Room,280469
2022-12-08 04:48,Mayorkun,No Strings Attached,156000
2022-12-08 04:53,Ruger,Girlfriend,196800
2022-12-08 04:56,Adekunle Gold,High,193758
2022-12-08 04:59,Ayra Starr,Away,169400
2022-12-08 05:01,Kizz Daniel,Pour Me Water,146399
2022-12-08 05:02,NATIVE Sound System,Runaway (with Lojay & Ayra Starr),52629
2022-12-08 10:57,Jhené Aiko,Sing To Me,288821
2022-12-08 11:58,Tems,Mr Rebel,168576
2022-12-08 12:55,Tems,Mr Rebel,67710
2022-12-08 12:57,Ciara,Body Party,94422
2022-12-08 13:01,Tems,Free Mind,247578
2022-12-08 13:04,Mannywellz,Peace,194000
2022-12-08 13:08,Tems,Avoid Things,224171
2022-12-08 13:11,Tems,Looku Looku,227441
2022-12-08 13:14,Tems,The Key,166153
2022-12-08 13:26,Tems,Ice T,247164
2022-12-08 13:29,Tems,These Days,172000
2022-12-08 13:33,Tems,Found (feat. Brent Faiyaz),209454
2022-12-08 13:35,Tems,Damages,169411
2022-12-08 13:39,Oddio Tribe,Love Me Down,181224
2022-12-08 13:42,Future,WAIT FOR U (feat. Drake & Tems),189893
2022-12-08 13:45,Tems,Replay,179999
2022-12-08 13:48,DRB Lasgidi,Trouble,194594
2022-12-08 13:51,Khalid,Know Your Worth (feat. Davido & Tems),118237
2022-12-08 13:53,Wizkid,2 Sugar (feat. Ayra Starr),145055
2022-12-13 10:49,Wizkid,2 Sugar (feat. Ayra Starr),187906
2022-12-13 10:52,Ayra Starr,Rush,185093
2022-12-13 10:55,Mavins,Overloading (OVERDOSE),205000
2022-12-13 10:58,Ayra Starr,Bloody Samaritan,187000
2022-12-13 11:01,Magixx,Love Don't Cost A Dime (Re-Up),147600
2022-12-13 11:04,Ayra Starr,Rush,185093
2022-12-13 11:07,Mavins,Overloading (OVERDOSE),205000
2022-12-13 11:10,Ayra Starr,Running,142571
2022-12-13 11:14,Mavins,Won Da Mo,247680
2022-12-13 11:17,ElGrandeToto,Comforter (feat. Ayra Starr),216000
2022-12-13 11:21,CKay,come close (feat. Ayra Starr),204573
2022-12-13 11:25,Ayra Starr,Fashion Killer,251572
2022-12-13 11:28,Ayra Starr,Away,169400
2022-12-13 11:31,Ayra Starr,ASE - A COLORS SHOW,164571
2022-12-13 11:33,Ayra Starr,Lonely Refix,163500
2022-12-13 11:37,Ayra Starr,Beggie Beggie,208500
2022-12-13 11:40,Ayra Starr,Memories,155150
2022-12-13 11:43,Skip Marley,Jane,202372
2022-12-13 11:46,Manny Norté,Worth My While,205045
2022-12-13 11:47,Ayra Starr,Cast (Gen Z Anthem),26049
2022-12-13 11:49,Ayra Starr,Sare,154500
2022-12-13 11:52,Iyanya,Call (feat. Ayra Starr),165600
2022-12-13 11:55,Ayra Starr,Toxic,156500
2022-12-13 11:58,Ayra Starr,Lonely,188193
2022-12-13 12:01,L.A.X,Options,175200
2022-12-13 12:03,Ayra Starr,DITR,109916
2022-12-13 12:06,Ayra Starr,Rush,185093
2022-12-13 12:09,Mavins,Overloading (OVERDOSE),205000
2022-12-13 12:12,Ayra Starr,Bloody Samaritan,187000
2022-12-13 12:14,Hulk Van JMF,Go Bébé (feat. Lixx),8440
